## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 컬럼명 : CHAR	NE_TAG
## klue-ner-v1_train_00000_wikitree	특히 <영동고속도로:LC> <강릉:LC> 방향 <문막휴게소:LC>에서 <만종분기점:LC>까지 <5km:QT> 구간에는 승용차 전용 임시 갓길차로제를 운영하기로 했다.
나	O
오	O
고	O
 	O
있	O
다	O
.	O

## klue-ner-v1_train_04080_nsmc	<크리스:PS> 여자친구랑 마지막엔딩때문에 후하게 줘서 <4:QT>. 스토리가 없고 감염자에 대한 설명이라든가 죄다 생략되어있고 심지어 개연성도 떨어짐..
크	B-PS
리	I-PS
스	I-PS
 	O
여	O
자	O
친	O
구	O
랑	O
 	O
마	O
지	O
막	O
엔	O
딩	O
때	O
문	O
에	O
 	O
후	O
하	O
게	O
 	O
줘	O
서	O
 	O
4	B-QT
.	O
 	O
스	O
토	O
리	O
가	O
 	O
없	O
고	O
 	O
감	O
염	O
자	O
에	O
 	O
대	O
한	O
 	O
설	O
명	O
이	O
라	O
든	O
가	O
 	O
죄	O
다	O
 	O
생	O
략	O
되	O
어	O
있	O
고	O
 	O
심	O
지	O
어	O
 	O
개	O
연	O
성	O
도	O
 	O
떨	O
어	O
짐	O
.	O
.	O

## klue-ner-v1_train_04081_wikitree	우리들 가슴에 달린 '친노'니 '비노', '주류'니 '비주류'라고 쓰인 명찰들 다 떼어서 쓰레기통에 던져 버리고, 오직 '<민주당:OG>'이라고 쓰인 명찰을 다같이 달고, 하나로 힘 모아 혁신에 매진하겠습니다.
우	O
리	O
들	O
 	O
가	O
슴	O
에	O
 	O
달	O
린	O
 	O
'	O
친	O
노	O
'	O
니	O
 	O
'	O
비	O
노	O
'	O
,	O
 	O
'	O
주	O
류	O
'	O
니	O
 	O
'	O
비	O
주	O
류	O
'	O
라	O
고	O
 	O
쓰	O
인	O
 	O
명	O
찰	O
들	O
 	O
다	O
 	O
떼	O
어	O
서	O
 	O
쓰	O
레	O
기	O
통	O
에	O
 	O
던	O
져	O
 	O
버	O
리	O
고	O
,	O
 	O
오	O
직	O
 	O
'	O
민	B-OG
주	I-OG
당	I-OG
'	O
이	O
라	O
고	O
 	O
쓰	O
인	O
 	O
명	O
찰	O
을	O
 	O
다	O
같	O
이	O
 	O
달	O
고	O
,	O
 	O
하	O
나	O
로	O
 	O
힘	O
 	O
모	O
아	O
 	O
혁	O
신	O
에	O
 	O
매	O
진	O
하	O
겠	O
습	O
니	O
다	O
.	O

## klue-ner-v1_train_04082_wikitree	<서울메트로:OG> 회사 측과 노조는 <지난 7월:DT>부터 <16차례:QT>에 걸쳐 퇴직금 삭감에 따른 보상 문제와 정년 연장, 승진적체 해소 등에 대해 교섭을 진행했으나 이견차를 좁히지 못한 것으로 전해졌습니다.
서	B-OG
울	I-OG
메	I-OG
트	I-OG
로	I-OG
 	O
회	O
사	O
 	O
측	O
과	O
 	O
노	O
조	O
는	O
 	O
지	B-DT
난	I-DT
 	I-DT
7	I-DT
월	I-DT
부	O
터	O
 	O
1	B-QT
6	I-QT
차	I-QT
례	I-QT
에	O
 	O
걸	O
쳐	O
 	O
퇴	O
직	O
금	O
 	O
삭	O
감	O
에	O
 	O
따	O
른	O
 	O
보	O
상	O
 	O
문	O
제	O
와	O
 	O
정	O
년	O
 	O
연	O
장	O
,	O
 	O
승	O
진	O
적	O
체	O
 	O
해	O
소	O
 	O
등	O
에	O
 	O
대	O
해	O
 	O
교	O
섭	O
을	O
 	O
진	O
행	O
했	O
으	O
나	O
 	O
이	O
견	O
차	O
를	O
 	O
좁	O
히	O
지	O
 	O
못	O
한	O
 	O
것	O
으	O
로	O
 	O
전	O
해	O
졌	O
습	O
니	O
다	O
.	O

## klue-ner-v1_train_04083_nsmc	끝없는 욕심은 결국 낙원이 아닌 지옥으로 가는길.. 내 욕심은 <디카프리오:PS>ᅮᅮ 그의 끝은 어딘가..ᅮᅮ
끝	O
없	O
는	O
 	O
욕	O
심	O
은	O
 	O
결	O
국	O
 	O
낙	O
원	O
이	O
 	O
아	O
닌	O
 	O
지	O
옥	O
으	O
로	O
 	O
가	O
는	O
길	O
.	O
.	O
 	O
내	O
 	O
욕	O
심	O
은	O
 	O
디	B-PS
카	I-PS
프	I-PS
리	I-PS
오	I-PS
ᅮ	O
ᅮ	O
 	O
그	O
의	O
 	O
끝	O
은	O
 	O
어	O
딘	O
가	O
.	O
.	O
ᅮ	O
ᅮ	O

## klue-ner-v1_train_04084_wikitree	이어 <10일:DT>에는 <박태규:PS> <부산저축은행:OG> 측 로비스트가 <2010년:DT> 정상회의 무렵 <박근혜:PS> 대통령을 만났다고 주장해 <박:PS> 대통령으로부터 고소당한 사건과 관련해 <서울중앙지검 형사 4부:OG>로 출석 통보를 받았습니다.
이	O
어	O
 	O
1	B-DT
0	I-DT
일	I-DT
에	O
는	O
 	O
박	B-PS
태	I-PS
규	I-PS
 	O
부	B-OG
산	I-OG
저	I-OG
축	I-OG
은	I-OG
행	I-OG
 	O
측	O
 	O
로	O
비	O
스	O
트	O
가	O
 	O
2	B-DT
0	I-DT
1	I-DT
0	I-DT
년	I-DT
 	O
정	O
상	O
회	O
의	O
 	O
무	O
렵	O
 	O
박	B-PS
근	I-PS
혜	I-PS
 	O
대	O
통	O
령	O
을	O
 	O
만	O
났	O
다	O
고	O
 	O
주	O
장	O
해	O
 	O
박	B-PS
 	O
대	O
통	O
령	O
으	O
로	O
부	O
터	O
 	O
고	O
소	O
당	O
한	O
 	O
사	O
건	O
과	O
 	O
관	O
련	O
해	O
 	O
서	B-OG
울	I-OG
중	I-OG
앙	I-OG
지	I-OG
검	I-OG
 	I-OG
형	I-OG
사	I-OG
 	I-OG
4	I-OG
부	I-OG
로	O
 	O
출	O
석	O
 	O
통	O
보	O
를	O
 	O
받	O
았	O
습	O
니	O
다	O
.	O

## klue-ner-v1_train_04085_nsmc	와 <아이유:PS>다~~ 젊은가수가 나와서 더 좋네
와	O
 	O
아	B-PS
이	I-PS
유	I-PS
다	O
~	O
~	O
 	O
젊	O
은	O
가	O
수	O
가	O
 	O
나	O
와	O
서	O
 	O
더	O
 	O
좋	O
네	O

## klue-ner-v1_train_04086_nsmc	<15년전:DT>에 만들어진 영화라고 생각되지 않는 영화!
1	B-DT
5	I-DT
년	I-DT
전	I-DT
에	O
 	O
만	O
들	O
어	O
진	O
 	O
영	O
화	O
라	O
고	O
 	O
생	O
각	O
되	O
지	O
 	O
않	O
는	O
 	O
영	O
화	O
!	O

## klue-ner-v1_train_04087_nsmc	<미라소르비노:PS> <발킬머:PS>와 스케이트장에서 여러가지 표정 지어보일때 너무 이쁘고사랑스러웠네요..
미	B-PS
라	I-PS
소	I-PS
르	I-PS
비	I-PS
노	I-PS
 	O
발	B-PS
킬	I-PS
머	I-PS
와	O
 	O
스	O
케	O
이	O
트	O
장	O
에	O
서	O
 	O
여	O
러	O
가	O
지	O
 	O
표	O
정	O
 	O
지	O
어	O
보	O
일	O
때	O
 	O
너	O
무	O
 	O
이	O
쁘	O
고	O
사	O
랑	O
스	O
러	O
웠	O
네	O
요	O
.	O
.	O

## klue-ner-v1_train_04088_nsmc	발톱을 깍는 <정혜:PS>의 모습. <김지수:PS>는 완벽하게 <정혜:PS>로 분했다.
발	O
톱	O
을	O
 	O
깍	O
는	O
 	O
정	B-PS
혜	I-PS
의	O
 	O
모	O
습	O
.	O
 	O
김	B-PS
지	I-PS
수	I-PS
는	O
 	O
완	O
벽	O
하	O
게	O
 	O
정	B-PS
혜	I-PS
로	O
 	O
분	O
했	O
다	O
.	O

## klue-ner-v1_train_04089_nsmc	<스파이크리:PS>는 <미국:LC>에서 태어난 흑인중 가장 위대하다
스	B-PS
파	I-PS
이	I-PS
크	I-PS
리	I-PS
는	O
 	O
미	B-LC
국	I-LC
에	O
서	O
 	O
태	O
어	O
난	O
 	O
흑	O
인	O
중	O
 	O
가	O
장	O
 	O
위	O
대	O
하	O
다	O

## klue-ner-v1_train_04090_nsmc	<반담:PS>과 <룬드그렌:PS>의 좋은 결합, 감동과 액션이 좋은 영화
반	B-PS
담	I-PS
과	O
 	O
룬	B-PS
드	I-PS
그	I-PS
렌	I-PS
의	O
 	O
좋	O
은	O
 	O
결	O
합	O
,	O
 	O
감	O
동	O
과	O
 	O
액	O
션	O
이	O
 	O
좋	O
은	O
 	O
영	O
화	O

## klue-ner-v1_train_04091_nsmc	특별한것이 없는데 <세시간:TI>넘게 빠져들다니!
특	O
별	O
한	O
것	O
이	O
 	O
없	O
는	O
데	O
 	O
세	B-TI
시	I-TI
간	I-TI
넘	O
게	O
 	O
빠	O
져	O
들	O
다	O
니	O
!	O

## klue-ner-v1_train_04092_wikitree	<검찰:OG>은 <사이버범죄수사대:OG>에 검사와 수사관 등 <13명:QT>을 보내 <지난해:DT> <수서경찰서:OG>가 '<국정원:OG> 여직원 댓글' 사건을 수사하던 당시에 서로 주고받은 협조 요청 및 각종 보고 문서, 키워드 분석 자료 등을 확보 중인 것으로 알려졌다.
검	B-OG
찰	I-OG
은	O
 	O
사	B-OG
이	I-OG
버	I-OG
범	I-OG
죄	I-OG
수	I-OG
사	I-OG
대	I-OG
에	O
 	O
검	O
사	O
와	O
 	O
수	O
사	O
관	O
 	O
등	O
 	O
1	B-QT
3	I-QT
명	I-QT
을	O
 	O
보	O
내	O
 	O
지	B-DT
난	I-DT
해	I-DT
 	O
수	B-OG
서	I-OG
경	I-OG
찰	I-OG
서	I-OG
가	O
 	O
'	O
국	B-OG
정	I-OG
원	I-OG
 	O
여	O
직	O
원	O
 	O
댓	O
글	O
'	O
 	O
사	O
건	O
을	O
 	O
수	O
사	O
하	O
던	O
 	O
당	O
시	O
에	O
 	O
서	O
로	O
 	O
주	O
고	O
받	O
은	O
 	O
협	O
조	O
 	O
요	O
청	O
 	O
및	O
 	O
각	O
종	O
 	O
보	O
고	O
 	O
문	O
서	O
,	O
 	O
키	O
워	O
드	O
 	O
분	O
석	O
 	O
자	O
료	O
 	O
등	O
을	O
 	O
확	O
보	O
 	O
중	O
인	O
 	O
것	O
으	O
로	O
 	O
알	O
려	O
졌	O
다	O
.	O

## klue-ner-v1_train_04093_wikitree	일부 외교소식통들은 이번 <유엔:OG> 무대에서 <오바마:PS> 대통령과 <로하니:PS> 대통령의 전격 회동 가능성까지 거론하고 있다.
일	O
부	O
 	O
외	O
교	O
소	O
식	O
통	O
들	O
은	O
 	O
이	O
번	O
 	O
유	B-OG
엔	I-OG
 	O
무	O
대	O
에	O
서	O
 	O
오	B-PS
바	I-PS
마	I-PS
 	O
대	O
통	O
령	O
과	O
 	O
로	B-PS
하	I-PS
니	I-PS
 	O
대	O
통	O
령	O
의	O
 	O
전	O
격	O
 	O
회	O
동	O
 	O
가	O
능	O
성	O
까	O
지	O
 	O
거	O
론	O
하	O
고	O
 	O
있	O
다	O
.	O

## klue-ner-v1_train_04094_nsmc	즐겨보긴 하는데 <수정:PS>이 캐릭 진짜 짜증나네요.
즐	O
겨	O
보	O
긴	O
 	O
하	O
는	O
데	O
 	O
수	B-PS
정	I-PS
이	O
 	O
캐	O
릭	O
 	O
진	O
짜	O
 	O
짜	O
증	O
나	O
네	O
요	O
.	O

## klue-ner-v1_train_04095_wikitree	<전력당국:OG>은 예고 없는 순환단전으로 큰 혼란을 불러온 <2011년:DT> '<9·15:DT> 전력대란'을 답습하지 않도록 비상수급대책을 총동원한다는 계획이지만 만에 하나 발전기 <한 대:QT>라도 불시에 가동을 멈출 경우 순환단전이 불가피할 것으로 예상된다.
전	B-OG
력	I-OG
당	I-OG
국	I-OG
은	O
 	O
예	O
고	O
 	O
없	O
는	O
 	O
순	O
환	O
단	O
전	O
으	O
로	O
 	O
큰	O
 	O
혼	O
란	O
을	O
 	O
불	O
러	O
온	O
 	O
2	B-DT
0	I-DT
1	I-DT
1	I-DT
년	I-DT
 	O
'	O
9	B-DT
·	I-DT
1	I-DT
5	I-DT
 	O
전	O
력	O
대	O
란	O
'	O
을	O
 	O
답	O
습	O
하	O
지	O
 	O
않	O
도	O
록	O
 	O
비	O
상	O
수	O
급	O
대	O
책	O
을	O
 	O
총	O
동	O
원	O
한	O
다	O
는	O
 	O
계	O
획	O
이	O
지	O
만	O
 	O
만	O
에	O
 	O
하	O
나	O
 	O
발	O
전	O
기	O
 	O
한	B-QT
 	I-QT
대	I-QT
라	O
도	O
 	O
불	O
시	O
에	O
 	O
가	O
동	O
을	O
 	O
멈	O
출	O
 	O
경	O
우	O
 	O
순	O
환	O
단	O
전	O
이	O
 	O
불	O
가	O
피	O
할	O
 	O
것	O
으	O
로	O
 	O
예	O
상	O
된	O
다	O
.	O

## klue-ner-v1_train_04096_wikitree	부대 측은 당시 폭음탄이 '펑'하는 소리를 내자 <5분:TI> 대기조를 출동시켜 현장 수색을 하고 위병소 주변 경계를 강화했다.
부	O
대	O
 	O
측	O
은	O
 	O
당	O
시	O
 	O
폭	O
음	O
탄	O
이	O
 	O
'	O
펑	O
'	O
하	O
는	O
 	O
소	O
리	O
를	O
 	O
내	O
자	O
 	O
5	B-TI
분	I-TI
 	O
대	O
기	O
조	O
를	O
 	O
출	O
동	O
시	O
켜	O
 	O
현	O
장	O
 	O
수	O
색	O
을	O
 	O
하	O
고	O
 	O
위	O
병	O
소	O
 	O
주	O
변	O
 	O
경	O
계	O
를	O
 	O
강	O
화	O
했	O
다	O
.	O

## klue-ner-v1_train_04097_nsmc	기억에남는 드라마중<하나:QT>ost부터 배우들 연기가 너무좋았다
기	O
억	O
에	O
남	O
는	O
 	O
드	O
라	O
마	O
중	O
하	B-QT
나	I-QT
o	O
s	O
t	O
부	O
터	O
 	O
배	O
우	O
들	O
 	O
연	O
기	O
가	O
 	O
너	O
무	O
좋	O
았	O
다	O

## klue-ner-v1_train_04098_wikitree	국제 환경보호단체인 <미국:LC>의 <블랙스미스:OG>와 <스위스:LC> <녹십자:OG>가 발행한 최근 보고서에서 '세계 최악 <10대:QT> 유독물질 오염지역'을 발표했다.
국	O
제	O
 	O
환	O
경	O
보	O
호	O
단	O
체	O
인	O
 	O
미	B-LC
국	I-LC
의	O
 	O
블	B-OG
랙	I-OG
스	I-OG
미	I-OG
스	I-OG
와	O
 	O
스	B-LC
위	I-LC
스	I-LC
 	O
녹	B-OG
십	I-OG
자	I-OG
가	O
 	O
발	O
행	O
한	O
 	O
최	O
근	O
 	O
보	O
고	O
서	O
에	O
서	O
 	O
'	O
세	O
계	O
 	O
최	O
악	O
 	O
1	B-QT
0	I-QT
대	I-QT
 	O
유	O
독	O
물	O
질	O
 	O
오	O
염	O
지	O
역	O
'	O
을	O
 	O
발	O
표	O
했	O
다	O
.	O

## klue-ner-v1_train_04099_wikitree	다만 <정부:OG>는 아직 치료 중인 환자 <1명:QT>이 유전자 검사에서 양성과 음성이 번갈아 나오는 등 완쾌 판정을 받지 않았기 때문에 <다음달 하순:DT> 이후에나 과학적이고 의료적 차원에서의 공식 종식 선언을 하게 될 전망이다.
다	O
만	O
 	O
정	B-OG
부	I-OG
는	O
 	O
아	O
직	O
 	O
치	O
료	O
 	O
중	O
인	O
 	O
환	O
자	O
 	O
1	B-QT
명	I-QT
이	O
 	O
유	O
전	O
자	O
 	O
검	O
사	O
에	O
서	O
 	O
양	O
성	O
과	O
 	O
음	O
성	O
이	O
 	O
번	O
갈	O
아	O
 	O
나	O
오	O
는	O
 	O
등	O
 	O
완	O
쾌	O
 	O
판	O
정	O
을	O
 	O
받	O
지	O
 	O
않	O
았	O
기	O
 	O
때	O
문	O
에	O
 	O
다	B-DT
음	I-DT
달	I-DT
 	I-DT
하	I-DT
순	I-DT
 	O
이	O
후	O
에	O
나	O
 	O
과	O
학	O
적	O
이	O
고	O
 	O
의	O
료	O
적	O
 	O
차	O
원	O
에	O
서	O
의	O
 	O
공	O
식	O
 	O
종	O
식	O
 	O
선	O
언	O
을	O
 	O
하	O
게	O
 	O
될	O
 	O
전	O
망	O
이	O
다	O
.	O

## klue-ner-v1_train_04100_nsmc	어릴때 졸라 재미있게 봤었던 추억의 영화네그때 <홍금버:PS> <성룡:PS> 행님이 평정했던 시절아이가지금 보도 최고의 명작이제
어	O
릴	O
때	O
 	O
졸	O
라	O
 	O
재	O
미	O
있	O
게	O
 	O
봤	O
었	O
던	O
 	O
추	O
억	O
의	O
 	O
영	O
화	O
네	O
그	O
때	O
 	O
홍	B-PS
금	I-PS
버	I-PS
 	O
성	B-PS
룡	I-PS
 	O
행	O
님	O
이	O
 	O
평	O
정	O
했	O
던	O
 	O
시	O
절	O
아	O
이	O
가	O
지	O
금	O
 	O
보	O
도	O
 	O
최	O
고	O
의	O
 	O
명	O
작	O
이	O
제	O

## klue-ner-v1_train_04101_nsmc	항상 기다렸던 나의 <중3:QT>시절을 생각나게 한다.
항	O
상	O
 	O
기	O
다	O
렸	O
던	O
 	O
나	O
의	O
 	O
중	B-QT
3	I-QT
시	O
절	O
을	O
 	O
생	O
각	O
나	O
게	O
 	O
한	O
다	O
.	O

## klue-ner-v1_train_04102_wikitree	이런 가운데 <미:LC> 정치권에선 우려했던 일이 발생했다며 철저한 대책 마련을 촉구하고 나섰다.
이	O
런	O
 	O
가	O
운	O
데	O
 	O
미	B-LC
 	O
정	O
치	O
권	O
에	O
선	O
 	O
우	O
려	O
했	O
던	O
 	O
일	O
이	O
 	O
발	O
생	O
했	O
다	O
며	O
 	O
철	O
저	O
한	O
 	O
대	O
책	O
 	O
마	O
련	O
을	O
 	O
촉	O
구	O
하	O
고	O
 	O
나	O
섰	O
다	O
.	O

## klue-ner-v1_train_04103_wikitree	월드컵 경기에서의 <첫 번째:QT> 공 터치가 그대로 골이 됐다.
월	O
드	O
컵	O
 	O
경	O
기	O
에	O
서	O
의	O
 	O
첫	B-QT
 	I-QT
번	I-QT
째	I-QT
 	O
공	O
 	O
터	O
치	O
가	O
 	O
그	O
대	O
로	O
 	O
골	O
이	O
 	O
됐	O
다	O
.	O

## klue-ner-v1_train_04104_nsmc	연기력이....... 노력는 가상해서 <3점:QT>
연	O
기	O
력	O
이	O
.	O
.	O
.	O
.	O
.	O
.	O
.	O
 	O
노	O
력	O
는	O
 	O
가	O
상	O
해	O
서	O
 	O
3	B-QT
점	I-QT

## klue-ner-v1_train_04105_wikitree	한방을 테마로 열리는 <산청엑스포:OG>에서 <기산:PS> 선생의 국악혼으로 또다른 '힐링여행'의 흥취에 흠뻑 빠졌다.
한	O
방	O
을	O
 	O
테	O
마	O
로	O
 	O
열	O
리	O
는	O
 	O
산	B-OG
청	I-OG
엑	I-OG
스	I-OG
포	I-OG
에	O
서	O
 	O
기	B-PS
산	I-PS
 	O
선	O
생	O
의	O
 	O
국	O
악	O
혼	O
으	O
로	O
 	O
또	O
다	O
른	O
 	O
'	O
힐	O
링	O
여	O
행	O
'	O
의	O
 	O
흥	O
취	O
에	O
 	O
흠	O
뻑	O
 	O
빠	O
졌	O
다	O
.	O

## klue-ner-v1_train_04106_nsmc	그저 그런 멜로일꺼란 예상으로 개봉 후 <16년:DT>이 지나 우연히 보게 됐네요...
그	O
저	O
 	O
그	O
런	O
 	O
멜	O
로	O
일	O
꺼	O
란	O
 	O
예	O
상	O
으	O
로	O
 	O
개	O
봉	O
 	O
후	O
 	O
1	B-DT
6	I-DT
년	I-DT
이	O
 	O
지	O
나	O
 	O
우	O
연	O
히	O
 	O
보	O
게	O
 	O
됐	O
네	O
요	O
.	O
.	O
.	O

## klue-ner-v1_train_04107_nsmc	<1시간:TI>을 <3시간:TI>처럼 느껴주게 하는 영화....
1	B-TI
시	I-TI
간	I-TI
을	O
 	O
3	B-TI
시	I-TI
간	I-TI
처	O
럼	O
 	O
느	O
껴	O
주	O
게	O
 	O
하	O
는	O
 	O
영	O
화	O
.	O
.	O
.	O
.	O

## klue-ner-v1_train_04108_wikitree	<창원시:OG> 측은 인명피해 확인 등 사고 수습이 끝나는대로 버스 업체 관계자를 상대로 정확한 경위를 파악하겠다는 입장이다.
창	B-OG
원	I-OG
시	I-OG
 	O
측	O
은	O
 	O
인	O
명	O
피	O
해	O
 	O
확	O
인	O
 	O
등	O
 	O
사	O
고	O
 	O
수	O
습	O
이	O
 	O
끝	O
나	O
는	O
대	O
로	O
 	O
버	O
스	O
 	O
업	O
체	O
 	O
관	O
계	O
자	O
를	O
 	O
상	O
대	O
로	O
 	O
정	O
확	O
한	O
 	O
경	O
위	O
를	O
 	O
파	O
악	O
하	O
겠	O
다	O
는	O
 	O
입	O
장	O
이	O
다	O
.	O

## klue-ner-v1_train_04109_nsmc	<4.44:QT> 프로젝트 <4.44:QT> 프로젝트 <4.44:QT> 프로젝트
4	B-QT
.	I-QT
4	I-QT
4	I-QT
 	O
프	O
로	O
젝	O
트	O
 	O
4	B-QT
.	I-QT
4	I-QT
4	I-QT
 	O
프	O
로	O
젝	O
트	O
 	O
4	B-QT
.	I-QT
4	I-QT
4	I-QT
 	O
프	O
로	O
젝	O
트	O

## klue-ner-v1_train_04110_wikitree	사진 속 <샌드버그:PS>는 <조:PS> 장관이 <지난 2007년:DT> 쓴 '미술관에서 오페라를 만나다'라는 책을 들었고, <조:PS> 장관은 <샌드버그:PS>의 신간 '린 인'(Lean In)을 들고 있는데요.
사	O
진	O
 	O
속	O
 	O
샌	B-PS
드	I-PS
버	I-PS
그	I-PS
는	O
 	O
조	B-PS
 	O
장	O
관	O
이	O
 	O
지	B-DT
난	I-DT
 	I-DT
2	I-DT
0	I-DT
0	I-DT
7	I-DT
년	I-DT
 	O
쓴	O
 	O
'	O
미	O
술	O
관	O
에	O
서	O
 	O
오	O
페	O
라	O
를	O
 	O
만	O
나	O
다	O
'	O
라	O
는	O
 	O
책	O
을	O
 	O
들	O
었	O
고	O
,	O
 	O
조	B-PS
 	O
장	O
관	O
은	O
 	O
샌	B-PS
드	I-PS
버	I-PS
그	I-PS
의	O
 	O
신	O
간	O
 	O
'	O
린	O
 	O
인	O
'	O
(	O
L	O
e	O
a	O
n	O
 	O
I	O
n	O
)	O
을	O
 	O
들	O
고	O
 	O
있	O
는	O
데	O
요	O
.	O

## klue-ner-v1_train_04111_nsmc	어릴때본 최고의 영화였고 어른이된 지금조차도 생각나는 영화. <일본:LC>영화같이 깜짝깜짝 놀래기보다는 영상미가 죽이는 영화로 기억함.
어	O
릴	O
때	O
본	O
 	O
최	O
고	O
의	O
 	O
영	O
화	O
였	O
고	O
 	O
어	O
른	O
이	O
된	O
 	O
지	O
금	O
조	O
차	O
도	O
 	O
생	O
각	O
나	O
는	O
 	O
영	O
화	O
.	O
 	O
일	B-LC
본	I-LC
영	O
화	O
같	O
이	O
 	O
깜	O
짝	O
깜	O
짝	O
 	O
놀	O
래	O
기	O
보	O
다	O
는	O
 	O
영	O
상	O
미	O
가	O
 	O
죽	O
이	O
는	O
 	O
영	O
화	O
로	O
 	O
기	O
억	O
함	O
.	O

## klue-ner-v1_train_04112_wikitree	<경찰:OG>에 따르면 <L:PS>씨는 직원 <이:PS>씨를 손으로 밀치는 등 폭력을 가한 혐의를 받고 있다.
경	B-OG
찰	I-OG
에	O
 	O
따	O
르	O
면	O
 	O
L	B-PS
씨	O
는	O
 	O
직	O
원	O
 	O
이	B-PS
씨	O
를	O
 	O
손	O
으	O
로	O
 	O
밀	O
치	O
는	O
 	O
등	O
 	O
폭	O
력	O
을	O
 	O
가	O
한	O
 	O
혐	O
의	O
를	O
 	O
받	O
고	O
 	O
있	O
다	O
.	O

## klue-ner-v1_train_04113_nsmc	<케리비안:LC>의 해적 보면서 <지나 데이비스:PS>가 게스트로 잠깐 나오면 좋겠단 생각을 한다
케	B-LC
리	I-LC
비	I-LC
안	I-LC
의	O
 	O
해	O
적	O
 	O
보	O
면	O
서	O
 	O
지	B-PS
나	I-PS
 	I-PS
데	I-PS
이	I-PS
비	I-PS
스	I-PS
가	O
 	O
게	O
스	O
트	O
로	O
 	O
잠	O
깐	O
 	O
나	O
오	O
면	O
 	O
좋	O
겠	O
단	O
 	O
생	O
각	O
을	O
 	O
한	O
다	O

## klue-ner-v1_train_04114_nsmc	<2편:QT>부터 그랬지만.. 이젠 진짜 '완전히' 만화 수준.. 개그고 액션이고..
2	B-QT
편	I-QT
부	O
터	O
 	O
그	O
랬	O
지	O
만	O
.	O
.	O
 	O
이	O
젠	O
 	O
진	O
짜	O
 	O
'	O
완	O
전	O
히	O
'	O
 	O
만	O
화	O
 	O
수	O
준	O
.	O
.	O
 	O
개	O
그	O
고	O
 	O
액	O
션	O
이	O
고	O
.	O
.	O

## klue-ner-v1_train_04115_nsmc	<이연걸:PS> 전성기시절 모습과 <구숙정:PS>의 미모 몇번을 다시 봐도 재미있는 ...
이	B-PS
연	I-PS
걸	I-PS
 	O
전	O
성	O
기	O
시	O
절	O
 	O
모	O
습	O
과	O
 	O
구	B-PS
숙	I-PS
정	I-PS
의	O
 	O
미	O
모	O
 	O
몇	O
번	O
을	O
 	O
다	O
시	O
 	O
봐	O
도	O
 	O
재	O
미	O
있	O
는	O
 	O
.	O
.	O
.	O

## klue-ner-v1_train_04116_nsmc	<30년전:DT> <칼세이건:PS>의 코스모스를 처음 보았습니다.
3	B-DT
0	I-DT
년	I-DT
전	I-DT
 	O
칼	B-PS
세	I-PS
이	I-PS
건	I-PS
의	O
 	O
코	O
스	O
모	O
스	O
를	O
 	O
처	O
음	O
 	O
보	O
았	O
습	O
니	O
다	O
.	O

## klue-ner-v1_train_04117_wikitree	<인천교통공사:OG>에서 일하는 <A:PS>씨(<44:QT>)는 <2011년 10월:DT> 술을 마시고 집으로 돌아가는 길에 지하철 역사 내에서 마주 오던 <20대:QT> 여성 <B:PS>씨의 가슴을 만졌다.
인	B-OG
천	I-OG
교	I-OG
통	I-OG
공	I-OG
사	I-OG
에	O
서	O
 	O
일	O
하	O
는	O
 	O
A	B-PS
씨	O
(	O
4	B-QT
4	I-QT
)	O
는	O
 	O
2	B-DT
0	I-DT
1	I-DT
1	I-DT
년	I-DT
 	I-DT
1	I-DT
0	I-DT
월	I-DT
 	O
술	O
을	O
 	O
마	O
시	O
고	O
 	O
집	O
으	O
로	O
 	O
돌	O
아	O
가	O
는	O
 	O
길	O
에	O
 	O
지	O
하	O
철	O
 	O
역	O
사	O
 	O
내	O
에	O
서	O
 	O
마	O
주	O
 	O
오	O
던	O
 	O
2	B-QT
0	I-QT
대	I-QT
 	O
여	O
성	O
 	O
B	B-PS
씨	O
의	O
 	O
가	O
슴	O
을	O
 	O
만	O
졌	O
다	O
.	O

## klue-ner-v1_train_04118_nsmc	인간이라면 꼭 <한 번:QT> 봐야하는 영화입니다.
인	O
간	O
이	O
라	O
면	O
 	O
꼭	O
 	O
한	B-QT
 	I-QT
번	I-QT
 	O
봐	O
야	O
하	O
는	O
 	O
영	O
화	O
입	O
니	O
다	O
.	O

## klue-ner-v1_train_04119_nsmc	<스무살:QT>때 봤던 영화인데 지금 다시보면 어떨지 모르겠지만 그땐 너무 재미없어서 돈아깝고 잤던 기억 밖에...
스	B-QT
무	I-QT
살	I-QT
때	O
 	O
봤	O
던	O
 	O
영	O
화	O
인	O
데	O
 	O
지	O
금	O
 	O
다	O
시	O
보	O
면	O
 	O
어	O
떨	O
지	O
 	O
모	O
르	O
겠	O
지	O
만	O
 	O
그	O
땐	O
 	O
너	O
무	O
 	O
재	O
미	O
없	O
어	O
서	O
 	O
돈	O
아	O
깝	O
고	O
 	O
잤	O
던	O
 	O
기	O
억	O
 	O
밖	O
에	O
.	O
.	O
.	O

## klue-ner-v1_train_04120_nsmc	꼭 다시 <한번:QT> 보고 싶은 영화입니다.
꼭	O
 	O
다	O
시	O
 	O
한	B-QT
번	I-QT
 	O
보	O
고	O
 	O
싶	O
은	O
